nombre,descripcion,precio,stock,categoria
Mouse v5037,Lote tecnologico 5037,"979,12",120,Servicios
RAM v5038,Lote tecnologico 5038,"1229,7",33,Hardware
RAM v5039,Lote tecnologico 5039,"113,31",18,Hardware
Monitor v5040,Lote tecnologico 5040,"1484,44",168,Servicios
RAM v5041,Lote tecnologico 5041,"575,48",157,Hardware
Laptop v5042,Lote tecnologico 5042,"949,72",179,Servicios
Laptop v5043,Lote tecnologico 5043,"427,8",178,Software
Teclado v5044,Lote tecnologico 5044,"761,84",135,Hardware
Monitor v5045,Lote tecnologico 5045,"402,06",197,Servicios
Teclado v5046,Lote tecnologico 5046,"696,28",177,Hardware
SSD v5047,Lote tecnologico 5047,"1168,97",139,Licencias
Teclado v5048,Lote tecnologico 5048,"1356,58",68,Hardware
Mouse v5049,Lote tecnologico 5049,"591,04",199,Hardware
Teclado v5050,Lote tecnologico 5050,"1084,23",184,Software
Monitor v5051,Lote tecnologico 5051,"901,13",23,Hardware
Laptop v5052,Lote tecnologico 5052,"398,43",135,Software
Laptop v5053,Lote tecnologico 5053,"831,19",110,Hardware
Laptop v5054,Lote tecnologico 5054,"243,75",97,Hardware
RAM v5055,Lote tecnologico 5055,"1353,72",93,Servicios
Laptop v5056,Lote tecnologico 5056,"913,39",25,Software
RAM v5057,Lote tecnologico 5057,"528,8",93,Software
RAM v5058,Lote tecnologico 5058,"283,59",54,Servicios
Mouse v5059,Lote tecnologico 5059,"279,74",92,Software
Laptop v5060,Lote tecnologico 5060,"302,26",195,Licencias
Laptop v5061,Lote tecnologico 5061,"1370,99",73,Software
Monitor v5062,Lote tecnologico 5062,"1378,03",123,Servicios
RAM v5063,Lote tecnologico 5063,"704,36",101,Licencias
RAM v5064,Lote tecnologico 5064,"453,95",116,Servicios
SSD v5065,Lote tecnologico 5065,"208,82",186,Software
Teclado v5066,Lote tecnologico 5066,"279,6",67,Servicios
Teclado v5067,Lote tecnologico 5067,"763,83",90,Hardware
Mouse v5068,Lote tecnologico 5068,"1255,24",7,Licencias
Teclado v5069,Lote tecnologico 5069,"87,36",192,Hardware
RAM v5070,Lote tecnologico 5070,"178,8",127,Licencias
Mouse v5071,Lote tecnologico 5071,"390,07",129,Software
Mouse v5072,Lote tecnologico 5072,"1069,23",77,Licencias
RAM v5073,Lote tecnologico 5073,"1251,96",20,Licencias
Mouse v5074,Lote tecnologico 5074,"1010,22",79,Servicios
Laptop v5075,Lote tecnologico 5075,"514,98",154,Hardware
Laptop v5076,Lote tecnologico 5076,"1468,45",199,Software
SSD v5077,Lote tecnologico 5077,"1282,2",193,Servicios
SSD v5078,Lote tecnologico 5078,"327,88",99,Software
Laptop v5079,Lote tecnologico 5079,"860,89",91,Licencias
RAM v5080,Lote tecnologico 5080,"582,68",114,Licencias
Laptop v5081,Lote tecnologico 5081,"1192,03",163,Hardware
Mouse v5082,Lote tecnologico 5082,"297,38",165,Software
Monitor v5083,Lote tecnologico 5083,"1382,63",59,Hardware
Mouse v5084,Lote tecnologico 5084,"445,5",164,Licencias
SSD v5085,Lote tecnologico 5085,"141,12",101,Servicios
Teclado v5086,Lote tecnologico 5086,"1370,73",114,Hardware
Teclado v5087,Lote tecnologico 5087,"205,39",62,Servicios
SSD v5088,Lote tecnologico 5088,"460,3",61,Licencias
SSD v5089,Lote tecnologico 5089,"652,96",178,Software
Laptop v5090,Lote tecnologico 5090,"117,85",198,Hardware
SSD v5091,Lote tecnologico 5091,"979,35",73,Servicios
Monitor v5092,Lote tecnologico 5092,"431,77",16,Software
Mouse v5093,Lote tecnologico 5093,"491,93",68,Software
SSD v5094,Lote tecnologico 5094,"1489,46",19,Servicios
Teclado v5095,Lote tecnologico 5095,"394,68",131,Licencias
RAM v5096,Lote tecnologico 5096,"319,06",57,Servicios
SSD v5097,Lote tecnologico 5097,"383,8",139,Servicios
Mouse v5098,Lote tecnologico 5098,"466,38",38,Licencias
SSD v5099,Lote tecnologico 5099,"1155,55",176,Servicios
RAM v5100,Lote tecnologico 5100,"895,09",172,Licencias
Laptop v5101,Lote tecnologico 5101,"1154,62",151,Hardware
Mouse v5102,Lote tecnologico 5102,"1001,66",89,Licencias
Mouse v5103,Lote tecnologico 5103,"314,1",193,Hardware
SSD v5104,Lote tecnologico 5104,"587,83",5,Software
Monitor v5105,Lote tecnologico 5105,"401,84",187,Software
Laptop v5106,Lote tecnologico 5106,"50,41",183,Software
Teclado v5107,Lote tecnologico 5107,"112,92",87,Licencias
Laptop v5108,Lote tecnologico 5108,"1052,11",29,Licencias
Laptop v5109,Lote tecnologico 5109,"956,67",21,Hardware
SSD v5110,Lote tecnologico 5110,"1289,11",120,Servicios
Monitor v5111,Lote tecnologico 5111,"1314,28",72,Servicios
RAM v5112,Lote tecnologico 5112,"906,33",192,Servicios
Teclado v5113,Lote tecnologico 5113,"1417,9",151,Hardware
RAM v5114,Lote tecnologico 5114,"1286,3",19,Hardware
Mouse v5115,Lote tecnologico 5115,"1035,74",137,Licencias
RAM v5116,Lote tecnologico 5116,"537,17",74,Hardware
Monitor v5117,Lote tecnologico 5117,"554,17",43,Licencias
SSD v5118,Lote tecnologico 5118,"822,75",81,Servicios
Laptop v5119,Lote tecnologico 5119,"757,07",154,Licencias
Teclado v5120,Lote tecnologico 5120,"53,88",13,Software
Mouse v5121,Lote tecnologico 5121,"1265,52",178,Servicios
Laptop v5122,Lote tecnologico 5122,"1072,4",192,Software
SSD v5123,Lote tecnologico 5123,"1050,69",106,Servicios
RAM v5124,Lote tecnologico 5124,"396,38",110,Licencias
Mouse v5125,Lote tecnologico 5125,"921,37",96,Licencias
SSD v5126,Lote tecnologico 5126,"987,27",178,Servicios
SSD v5127,Lote tecnologico 5127,"751,6",138,Servicios
Teclado v5128,Lote tecnologico 5128,"704,55",4,Software
Monitor v5129,Lote tecnologico 5129,"1207,68",178,Software
Monitor v5130,Lote tecnologico 5130,"773,25",61,Hardware
RAM v5131,Lote tecnologico 5131,"535,39",158,Software
Monitor v5132,Lote tecnologico 5132,694,197,Servicios
Monitor v5133,Lote tecnologico 5133,"932,23",164,Licencias
Teclado v5134,Lote tecnologico 5134,"1401,67",16,Licencias
Teclado v5135,Lote tecnologico 5135,"809,73",182,Hardware
Mouse v5136,Lote tecnologico 5136,"736,55",49,Servicios
Monitor v5137,Lote tecnologico 5137,"668,94",109,Software
Laptop v5138,Lote tecnologico 5138,"290,93",170,Software
RAM v5139,Lote tecnologico 5139,"490,71",138,Software
Monitor v5140,Lote tecnologico 5140,"1396,66",137,Hardware
RAM v5141,Lote tecnologico 5141,"421,31",118,Servicios
SSD v5142,Lote tecnologico 5142,"1039,55",158,Licencias
Mouse v5143,Lote tecnologico 5143,"391,25",146,Servicios
Laptop v5144,Lote tecnologico 5144,"944,33",169,Software
SSD v5145,Lote tecnologico 5145,"278,84",180,Hardware
SSD v5146,Lote tecnologico 5146,"1299,44",180,Hardware
Laptop v5147,Lote tecnologico 5147,"834,66",106,Servicios
Monitor v5148,Lote tecnologico 5148,"1478,55",115,Servicios
Monitor v5149,Lote tecnologico 5149,"976,64",161,Licencias
Laptop v5150,Lote tecnologico 5150,"1332,3",2,Servicios
SSD v5151,Lote tecnologico 5151,"307,98",8,Servicios
Teclado v5152,Lote tecnologico 5152,"964,18",18,Licencias
SSD v5153,Lote tecnologico 5153,"1352,06",148,Software
SSD v5154,Lote tecnologico 5154,"1269,31",176,Software
Teclado v5155,Lote tecnologico 5155,"659,11",119,Servicios
Teclado v5156,Lote tecnologico 5156,"1177,86",5,Servicios
Teclado v5157,Lote tecnologico 5157,"924,9",91,Hardware
Laptop v5158,Lote tecnologico 5158,"1298,55",140,Licencias
Laptop v5159,Lote tecnologico 5159,"1461,87",8,Software
Mouse v5160,Lote tecnologico 5160,"475,14",197,Servicios
Laptop v5161,Lote tecnologico 5161,"632,59",69,Hardware
Teclado v5162,Lote tecnologico 5162,"1001,18",191,Licencias
Mouse v5163,Lote tecnologico 5163,"795,91",99,Licencias
SSD v5164,Lote tecnologico 5164,"1414,55",88,Software
Monitor v5165,Lote tecnologico 5165,"744,04",195,Servicios
Monitor v5166,Lote tecnologico 5166,"983,81",29,Servicios
Monitor v5167,Lote tecnologico 5167,"970,29",13,Licencias
Monitor v5168,Lote tecnologico 5168,"214,31",165,Licencias
Monitor v5169,Lote tecnologico 5169,"456,65",53,Software
Mouse v5170,Lote tecnologico 5170,"630,71",120,Servicios
Teclado v5171,Lote tecnologico 5171,"137,8",149,Licencias
Laptop v5172,Lote tecnologico 5172,"1396,62",119,Software
Laptop v5173,Lote tecnologico 5173,"316,68",133,Licencias
SSD v5174,Lote tecnologico 5174,"492,96",191,Servicios
Monitor v5175,Lote tecnologico 5175,"1330,15",165,Servicios
Monitor v5176,Lote tecnologico 5176,"1132,46",40,Software
Monitor v5177,Lote tecnologico 5177,"431,59",162,Software
RAM v5178,Lote tecnologico 5178,"1087,6",15,Hardware
SSD v5179,Lote tecnologico 5179,"73,28",144,Licencias
Teclado v5180,Lote tecnologico 5180,"326,2",83,Licencias
Laptop v5181,Lote tecnologico 5181,"500,83",183,Software
SSD v5182,Lote tecnologico 5182,"789,13",164,Servicios
Mouse v5183,Lote tecnologico 5183,"814,19",35,Licencias
Monitor v5184,Lote tecnologico 5184,"896,34",75,Licencias
Mouse v5185,Lote tecnologico 5185,"352,32",156,Licencias
Mouse v5186,Lote tecnologico 5186,"421,11",135,Hardware
SSD v5187,Lote tecnologico 5187,"194,32",150,Hardware
SSD v5188,Lote tecnologico 5188,"539,72",98,Software
Laptop v5189,Lote tecnologico 5189,"1224,83",171,Hardware
Monitor v5190,Lote tecnologico 5190,"829,45",132,Servicios
Monitor v5191,Lote tecnologico 5191,"433,82",108,Hardware
RAM v5192,Lote tecnologico 5192,"992,93",135,Licencias
Teclado v5193,Lote tecnologico 5193,"494,42",6,Software
Mouse v5194,Lote tecnologico 5194,"543,57",3,Servicios
Monitor v5195,Lote tecnologico 5195,"1203,42",111,Servicios
Mouse v5196,Lote tecnologico 5196,"1207,57",57,Servicios
SSD v5197,Lote tecnologico 5197,"453,82",16,Hardware
RAM v5198,Lote tecnologico 5198,"679,91",39,Servicios
SSD v5199,Lote tecnologico 5199,422,50,Servicios
Laptop v5200,Lote tecnologico 5200,"978,63",150,Software
Monitor v5201,Lote tecnologico 5201,"1423,65",32,Hardware
Teclado v5202,Lote tecnologico 5202,"550,39",60,Licencias
Monitor v5203,Lote tecnologico 5203,"1086,46",147,Hardware
Teclado v5204,Lote tecnologico 5204,"256,62",43,Hardware
Monitor v5205,Lote tecnologico 5205,"708,15",198,Hardware
RAM v5206,Lote tecnologico 5206,"273,98",83,Software
Teclado v5207,Lote tecnologico 5207,"523,19",1,Software
RAM v5208,Lote tecnologico 5208,"1158,72",171,Licencias
Laptop v5209,Lote tecnologico 5209,"601,57",64,Licencias
Monitor v5210,Lote tecnologico 5210,"1463,35",135,Servicios
SSD v5211,Lote tecnologico 5211,"207,29",152,Licencias
Monitor v5212,Lote tecnologico 5212,"1067,18",141,Software
RAM v5213,Lote tecnologico 5213,"556,6",116,Servicios
Mouse v5214,Lote tecnologico 5214,"1190,57",140,Software
Mouse v5215,Lote tecnologico 5215,"633,6",139,Licencias
Mouse v5216,Lote tecnologico 5216,"760,63",23,Servicios
Teclado v5217,Lote tecnologico 5217,"497,05",41,Servicios
Teclado v5218,Lote tecnologico 5218,"590,47",0,Servicios
RAM v5219,Lote tecnologico 5219,"678,79",113,Servicios
Laptop v5220,Lote tecnologico 5220,"79,37",160,Licencias
Laptop v5221,Lote tecnologico 5221,"589,37",109,Software
Teclado v5222,Lote tecnologico 5222,"1121,11",82,Licencias
Laptop v5223,Lote tecnologico 5223,"469,57",128,Servicios
Mouse v5224,Lote tecnologico 5224,"334,29",74,Servicios
Mouse v5225,Lote tecnologico 5225,"405,41",35,Hardware
Teclado v5226,Lote tecnologico 5226,"1371,82",44,Hardware
Mouse v5227,Lote tecnologico 5227,"571,95",148,Servicios
RAM v5228,Lote tecnologico 5228,"1433,35",179,Licencias
Mouse v5229,Lote tecnologico 5229,"1353,35",90,Software
Mouse v5230,Lote tecnologico 5230,"274,82",35,Licencias
Teclado v5231,Lote tecnologico 5231,"289,32",53,Servicios
Laptop v5232,Lote tecnologico 5232,"820,68",31,Licencias
SSD v5233,Lote tecnologico 5233,"444,56",126,Hardware
Laptop v5234,Lote tecnologico 5234,"425,04",43,Licencias
Laptop v5235,Lote tecnologico 5235,"1320,74",190,Hardware
RAM v5236,Lote tecnologico 5236,"1429,03",129,Hardware
Laptop v5237,Lote tecnologico 5237,"1415,26",144,Hardware
Laptop v5238,Lote tecnologico 5238,"1372,93",120,Servicios
SSD v5239,Lote tecnologico 5239,"579,17",47,Software
RAM v5240,Lote tecnologico 5240,"1208,18",38,Servicios
Laptop v5241,Lote tecnologico 5241,"377,7",148,Servicios
Mouse v5242,Lote tecnologico 5242,"1044,78",176,Licencias
SSD v5243,Lote tecnologico 5243,"196,18",123,Software
SSD v5244,Lote tecnologico 5244,"1239,45",169,Servicios
RAM v5245,Lote tecnologico 5245,"1453,42",162,Servicios
Laptop v5246,Lote tecnologico 5246,"444,65",70,Software
Monitor v5247,Lote tecnologico 5247,"1134,27",156,Licencias
Laptop v5248,Lote tecnologico 5248,"902,18",111,Software
SSD v5249,Lote tecnologico 5249,"678,34",164,Licencias
RAM v5250,Lote tecnologico 5250,"754,23",71,Licencias
Monitor v5251,Lote tecnologico 5251,"251,53",124,Hardware
RAM v5252,Lote tecnologico 5252,"502,21",141,Software
Teclado v5253,Lote tecnologico 5253,"743,62",129,Hardware
Teclado v5254,Lote tecnologico 5254,"974,33",153,Licencias
RAM v5255,Lote tecnologico 5255,"812,11",89,Licencias
Teclado v5256,Lote tecnologico 5256,"518,22",21,Licencias
RAM v5257,Lote tecnologico 5257,"737,1",2,Servicios
Laptop v5258,Lote tecnologico 5258,"96,29",37,Licencias
SSD v5259,Lote tecnologico 5259,"1141,67",175,Servicios
Laptop v5260,Lote tecnologico 5260,"850,62",16,Hardware
Monitor v5261,Lote tecnologico 5261,"1378,74",84,Servicios
Laptop v5262,Lote tecnologico 5262,"1270,85",22,Servicios
Monitor v5263,Lote tecnologico 5263,"1407,69",195,Software
Laptop v5264,Lote tecnologico 5264,"819,85",143,Software
Mouse v5265,Lote tecnologico 5265,"327,47",187,Licencias
SSD v5266,Lote tecnologico 5266,"1387,32",67,Software
RAM v5267,Lote tecnologico 5267,"614,32",139,Software
Mouse v5268,Lote tecnologico 5268,"832,67",180,Servicios
Teclado v5269,Lote tecnologico 5269,"368,76",64,Hardware
SSD v5270,Lote tecnologico 5270,"1323,37",77,Licencias
SSD v5271,Lote tecnologico 5271,"1028,61",178,Hardware
Teclado v5272,Lote tecnologico 5272,"552,23",46,Hardware
Teclado v5273,Lote tecnologico 5273,"73,8",67,Hardware
SSD v5274,Lote tecnologico 5274,"496,08",46,Hardware
Laptop v5275,Lote tecnologico 5275,"148,86",54,Servicios
Mouse v5276,Lote tecnologico 5276,"133,07",168,Licencias
Laptop v5277,Lote tecnologico 5277,"243,43",187,Servicios
Mouse v5278,Lote tecnologico 5278,"167,9",44,Hardware
Mouse v5279,Lote tecnologico 5279,"562,41",84,Software
Teclado v5280,Lote tecnologico 5280,"665,42",110,Licencias
Mouse v5281,Lote tecnologico 5281,"703,34",111,Software
Laptop v5282,Lote tecnologico 5282,"556,3",176,Software
Monitor v5283,Lote tecnologico 5283,"1246,26",94,Servicios
Mouse v5284,Lote tecnologico 5284,"565,19",65,Software
Monitor v5285,Lote tecnologico 5285,"1393,1",88,Hardware
Mouse v5286,Lote tecnologico 5286,"1109,98",59,Licencias
Monitor v5287,Lote tecnologico 5287,"63,71",180,Software
SSD v5288,Lote tecnologico 5288,"1305,77",107,Servicios
Laptop v5289,Lote tecnologico 5289,"222,66",167,Software
Teclado v5290,Lote tecnologico 5290,"1091,15",196,Servicios
Monitor v5291,Lote tecnologico 5291,"133,06",196,Servicios
RAM v5292,Lote tecnologico 5292,"1365,85",170,Servicios
SSD v5293,Lote tecnologico 5293,"434,76",18,Hardware
Mouse v5294,Lote tecnologico 5294,"987,6",122,Servicios
Teclado v5295,Lote tecnologico 5295,"1492,34",32,Servicios
Laptop v5296,Lote tecnologico 5296,"1235,77",2,Licencias
Teclado v5297,Lote tecnologico 5297,"1189,71",180,Hardware
Mouse v5298,Lote tecnologico 5298,"938,73",22,Servicios
Teclado v5299,Lote tecnologico 5299,"962,25",156,Licencias
Laptop v5300,Lote tecnologico 5300,"136,86",114,Software
Mouse v5301,Lote tecnologico 5301,"1210,43",47,Software
Monitor v5302,Lote tecnologico 5302,"1493,78",61,Software
Teclado v5303,Lote tecnologico 5303,"415,37",186,Hardware
Mouse v5304,Lote tecnologico 5304,"868,15",46,Software
Laptop v5305,Lote tecnologico 5305,"864,96",17,Licencias
RAM v5306,Lote tecnologico 5306,"1039,01",9,Hardware
Mouse v5307,Lote tecnologico 5307,"864,09",51,Servicios
Teclado v5308,Lote tecnologico 5308,"1048,23",150,Hardware
SSD v5309,Lote tecnologico 5309,"1349,65",108,Hardware
Teclado v5310,Lote tecnologico 5310,"693,82",194,Servicios
Laptop v5311,Lote tecnologico 5311,"121,32",175,Software
Teclado v5312,Lote tecnologico 5312,"343,2",88,Software
RAM v5313,Lote tecnologico 5313,"408,5",21,Licencias
Teclado v5314,Lote tecnologico 5314,"1412,15",170,Licencias
Mouse v5315,Lote tecnologico 5315,"510,3",153,Software
SSD v5316,Lote tecnologico 5316,"893,23",85,Software
RAM v5317,Lote tecnologico 5317,"497,65",154,Servicios
Teclado v5318,Lote tecnologico 5318,"268,74",20,Servicios
Laptop v5319,Lote tecnologico 5319,"77,78",45,Servicios
Laptop v5320,Lote tecnologico 5320,"727,18",43,Software
Laptop v5321,Lote tecnologico 5321,"349,06",32,Hardware
SSD v5322,Lote tecnologico 5322,"1116,47",87,Hardware
RAM v5323,Lote tecnologico 5323,"1076,11",68,Licencias
Mouse v5324,Lote tecnologico 5324,"1259,64",90,Hardware
Laptop v5325,Lote tecnologico 5325,"1467,82",32,Servicios
Mouse v5326,Lote tecnologico 5326,"300,64",3,Servicios
Monitor v5327,Lote tecnologico 5327,"117,57",195,Software
Monitor v5328,Lote tecnologico 5328,"1231,49",37,Licencias
Mouse v5329,Lote tecnologico 5329,"1470,92",24,Licencias
Monitor v5330,Lote tecnologico 5330,"990,27",130,Licencias
Monitor v5331,Lote tecnologico 5331,"1339,46",156,Servicios
Laptop v5332,Lote tecnologico 5332,"1234,59",132,Licencias
Teclado v5333,Lote tecnologico 5333,"156,81",141,Software
RAM v5334,Lote tecnologico 5334,"313,24",178,Licencias
RAM v5335,Lote tecnologico 5335,"372,95",31,Licencias
Monitor v5336,Lote tecnologico 5336,"175,17",128,Software
Monitor v5337,Lote tecnologico 5337,"1261,72",178,Hardware
RAM v5338,Lote tecnologico 5338,"1416,97",92,Licencias
Mouse v5339,Lote tecnologico 5339,"265,89",179,Servicios
Laptop v5340,Lote tecnologico 5340,"1385,77",115,Hardware
SSD v5341,Lote tecnologico 5341,"1097,8",6,Hardware
Monitor v5342,Lote tecnologico 5342,"908,35",20,Software
RAM v5343,Lote tecnologico 5343,"1340,04",189,Software
Teclado v5344,Lote tecnologico 5344,"244,3",112,Licencias
RAM v5345,Lote tecnologico 5345,"971,87",75,Hardware
Mouse v5346,Lote tecnologico 5346,982,18,Licencias
SSD v5347,Lote tecnologico 5347,"1338,29",154,Hardware
SSD v5348,Lote tecnologico 5348,"695,4",9,Licencias
Monitor v5349,Lote tecnologico 5349,"151,33",56,Licencias
RAM v5350,Lote tecnologico 5350,"1065,61",25,Hardware
RAM v5351,Lote tecnologico 5351,"1298,63",33,Software
SSD v5352,Lote tecnologico 5352,"1488,09",198,Servicios
SSD v5353,Lote tecnologico 5353,507,147,Servicios
Teclado v5354,Lote tecnologico 5354,"450,98",44,Licencias
RAM v5355,Lote tecnologico 5355,"416,69",107,Hardware
Teclado v5356,Lote tecnologico 5356,"506,47",62,Software
Mouse v5357,Lote tecnologico 5357,"1455,27",73,Licencias
SSD v5358,Lote tecnologico 5358,"941,36",58,Licencias
Teclado v5359,Lote tecnologico 5359,"976,18",182,Servicios
RAM v5360,Lote tecnologico 5360,"562,89",27,Servicios
Teclado v5361,Lote tecnologico 5361,"98,22",58,Hardware
Mouse v5362,Lote tecnologico 5362,"764,4",129,Hardware
RAM v5363,Lote tecnologico 5363,"113,08",124,Servicios
RAM v5364,Lote tecnologico 5364,"1243,07",57,Software
Monitor v5365,Lote tecnologico 5365,"1239,56",46,Software
Monitor v5366,Lote tecnologico 5366,"1366,58",63,Servicios
Teclado v5367,Lote tecnologico 5367,"176,15",115,Hardware
RAM v5368,Lote tecnologico 5368,"102,72",90,Licencias
Mouse v5369,Lote tecnologico 5369,"1412,99",72,Hardware
Teclado v5370,Lote tecnologico 5370,"683,63",170,Servicios
Monitor v5371,Lote tecnologico 5371,"1299,02",93,Licencias
RAM v5372,Lote tecnologico 5372,"1321,89",82,Software
Mouse v5373,Lote tecnologico 5373,"138,89",109,Licencias
SSD v5374,Lote tecnologico 5374,"1170,46",78,Software
Monitor v5375,Lote tecnologico 5375,"735,45",196,Licencias
Teclado v5376,Lote tecnologico 5376,"1054,26",148,Hardware
Mouse v5377,Lote tecnologico 5377,"742,95",199,Software
Monitor v5378,Lote tecnologico 5378,"1019,03",60,Servicios
SSD v5379,Lote tecnologico 5379,"1141,53",61,Software
Monitor v5380,Lote tecnologico 5380,"833,86",4,Software
Monitor v5381,Lote tecnologico 5381,"473,55",99,Servicios
Laptop v5382,Lote tecnologico 5382,"1111,19",79,Licencias
Laptop v5383,Lote tecnologico 5383,"418,29",90,Software
Teclado v5384,Lote tecnologico 5384,"460,76",105,Licencias
Mouse v5385,Lote tecnologico 5385,"1360,05",155,Software
Mouse v5386,Lote tecnologico 5386,"1029,82",133,Software
SSD v5387,Lote tecnologico 5387,207,64,Servicios
Mouse v5388,Lote tecnologico 5388,"964,72",11,Hardware
SSD v5389,Lote tecnologico 5389,"1141,01",24,Licencias
Monitor v5390,Lote tecnologico 5390,"265,09",146,Licencias
RAM v5391,Lote tecnologico 5391,"557,42",188,Software
SSD v5392,Lote tecnologico 5392,"1378,72",73,Licencias
RAM v5393,Lote tecnologico 5393,"1210,77",188,Servicios
Laptop v5394,Lote tecnologico 5394,"1214,41",53,Licencias
RAM v5395,Lote tecnologico 5395,"1401,07",93,Software
Laptop v5396,Lote tecnologico 5396,"552,12",46,Hardware
Mouse v5397,Lote tecnologico 5397,"731,63",126,Hardware
Teclado v5398,Lote tecnologico 5398,"1161,87",149,Hardware
Laptop v5399,Lote tecnologico 5399,"421,58",94,Software
Mouse v5400,Lote tecnologico 5400,"269,5",119,Hardware
Monitor v5401,Lote tecnologico 5401,"277,08",42,Licencias
Laptop v5402,Lote tecnologico 5402,"1029,93",124,Servicios
RAM v5403,Lote tecnologico 5403,193,97,Servicios
RAM v5404,Lote tecnologico 5404,"143,52",14,Software
Monitor v5405,Lote tecnologico 5405,"1404,16",119,Servicios
Teclado v5406,Lote tecnologico 5406,"1305,67",8,Software
SSD v5407,Lote tecnologico 5407,"595,78",177,Software
SSD v5408,Lote tecnologico 5408,"382,8",84,Hardware
Monitor v5409,Lote tecnologico 5409,"1495,11",184,Hardware
RAM v5410,Lote tecnologico 5410,"1378,73",38,Software
SSD v5411,Lote tecnologico 5411,"367,74",51,Licencias
Monitor v5412,Lote tecnologico 5412,"777,4",11,Hardware
Mouse v5413,Lote tecnologico 5413,"1488,19",190,Software
SSD v5414,Lote tecnologico 5414,"1080,88",50,Software
Teclado v5415,Lote tecnologico 5415,"208,37",92,Licencias
Monitor v5416,Lote tecnologico 5416,"681,83",61,Servicios
Laptop v5417,Lote tecnologico 5417,"252,01",94,Licencias
Monitor v5418,Lote tecnologico 5418,"745,65",149,Hardware
RAM v5419,Lote tecnologico 5419,"576,57",148,Software
SSD v5420,Lote tecnologico 5420,"791,08",168,Hardware
Mouse v5421,Lote tecnologico 5421,"1343,22",140,Hardware
Monitor v5422,Lote tecnologico 5422,"770,38",129,Hardware
Teclado v5423,Lote tecnologico 5423,"498,88",46,Servicios
Monitor v5424,Lote tecnologico 5424,"744,18",90,Servicios
Laptop v5425,Lote tecnologico 5425,"880,12",118,Hardware
Mouse v5426,Lote tecnologico 5426,"776,15",109,Licencias
Mouse v5427,Lote tecnologico 5427,"1157,37",187,Hardware
Mouse v5428,Lote tecnologico 5428,"913,1",39,Servicios
Monitor v5429,Lote tecnologico 5429,"1395,47",123,Servicios
Laptop v5430,Lote tecnologico 5430,"1162,65",47,Licencias
SSD v5431,Lote tecnologico 5431,"525,41",101,Software
Laptop v5432,Lote tecnologico 5432,"1299,25",17,Licencias
Mouse v5433,Lote tecnologico 5433,"871,19",94,Servicios
RAM v5434,Lote tecnologico 5434,"1480,71",71,Hardware
Monitor v5435,Lote tecnologico 5435,"694,77",133,Software
Laptop v5436,Lote tecnologico 5436,"685,46",168,Software
Mouse v5437,Lote tecnologico 5437,"699,05",182,Software
RAM v5438,Lote tecnologico 5438,"1165,71",81,Servicios
Monitor v5439,Lote tecnologico 5439,"1271,44",93,Licencias
Laptop v5440,Lote tecnologico 5440,"1411,34",10,Licencias
SSD v5441,Lote tecnologico 5441,"1485,11",51,Servicios
SSD v5442,Lote tecnologico 5442,"1195,47",39,Hardware
Laptop v5443,Lote tecnologico 5443,"1471,49",134,Hardware
Laptop v5444,Lote tecnologico 5444,"499,52",1,Hardware
SSD v5445,Lote tecnologico 5445,"830,59",116,Servicios
RAM v5446,Lote tecnologico 5446,"740,92",13,Servicios
RAM v5447,Lote tecnologico 5447,"53,65",49,Software
Teclado v5448,Lote tecnologico 5448,"941,45",62,Hardware
Laptop v5449,Lote tecnologico 5449,"636,95",67,Hardware
Laptop v5450,Lote tecnologico 5450,"244,96",54,Software
Monitor v5451,Lote tecnologico 5451,"442,09",127,Software
Monitor v5452,Lote tecnologico 5452,"806,59",175,Software
Teclado v5453,Lote tecnologico 5453,"1154,1",160,Servicios
SSD v5454,Lote tecnologico 5454,"851,68",13,Hardware
SSD v5455,Lote tecnologico 5455,"1045,98",24,Hardware
RAM v5456,Lote tecnologico 5456,"1066,24",83,Hardware
SSD v5457,Lote tecnologico 5457,"1305,6",189,Software
Mouse v5458,Lote tecnologico 5458,"1008,92",33,Servicios
SSD v5459,Lote tecnologico 5459,"392,2",38,Software
Laptop v5460,Lote tecnologico 5460,"746,35",115,Licencias
RAM v5461,Lote tecnologico 5461,"666,14",179,Servicios
Teclado v5462,Lote tecnologico 5462,"1453,73",121,Licencias
Monitor v5463,Lote tecnologico 5463,"500,24",184,Servicios
Monitor v5464,Lote tecnologico 5464,"1078,49",92,Software
RAM v5465,Lote tecnologico 5465,"818,72",121,Software
SSD v5466,Lote tecnologico 5466,"287,01",96,Hardware
SSD v5467,Lote tecnologico 5467,"1262,96",49,Licencias
SSD v5468,Lote tecnologico 5468,"801,28",63,Software
Teclado v5469,Lote tecnologico 5469,"441,2",35,Hardware
Monitor v5470,Lote tecnologico 5470,"1023,75",30,Servicios
SSD v5471,Lote tecnologico 5471,"415,13",163,Servicios
Monitor v5472,Lote tecnologico 5472,"712,83",150,Servicios
Mouse v5473,Lote tecnologico 5473,"642,49",163,Licencias
Laptop v5474,Lote tecnologico 5474,"1063,13",156,Hardware
SSD v5475,Lote tecnologico 5475,"620,42",16,Licencias
SSD v5476,Lote tecnologico 5476,"1401,89",131,Hardware
SSD v5477,Lote tecnologico 5477,"155,29",153,Licencias
Monitor v5478,Lote tecnologico 5478,"1160,63",22,Software
SSD v5479,Lote tecnologico 5479,"1053,63",42,Servicios
